"","Text","Score","Positive","Negative"
"1317","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"1318","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"1319","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1320","PresidentTrump base will not be disappointed in what he promise Wethepeople see Dems Reps fakemedia courts judgesetc against him",-1,1,2
"1321","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1322","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"1323","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"1324","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"1325","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1326","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"1327","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1328","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"1329","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1330","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"1331","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"1332","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"1333","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBackAmericaFirs",0,0,0
"1334","I was crying watching him walk out I couldnt be prouder of PresidentTrump Thank you Harrisburg Pen",1,1,0
"1335","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1336","Tears of Joy for the strength of PresidentTrump he is amazinglviskoC",1,1,0
"1337","I was crying watching him walk out I couldnt be prouder of PresidentTrump Thank you Harrisburg Pen",1,1,0
"1338","PresidentTrump We will make AmericaSafeAgainwe will MAGAThank youGodblessyouAmericaIsBack qHJbzlv",0,0,0
"1339","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1340","Liberty Lp Pls support all FreeNations Soros is trying destabilise Hungary supported PresidentTrump during h YLaJNnRaO",3,3,0
"1341","PresidentTrumpwill be President foryears Godwilling Trump AmericaIsBack AmericaFirst",1,1,0
"1342","EightYear Assault on Gun Rights Is Over according to Trump iPaeqxRuc NRAAM PresidentTrump gunrights",0,1,1
"1343","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1344","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1345","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1346","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1347","Trumps day rally president attacks media and repeats pledge on wall zTBbEwY",-1,0,1
"1348","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1349","Peoples Climate March thousands rally to denounce Trumps environmental leJvlrr",-1,0,1
"1350","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1351","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1352","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1353","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"1354","PresidentTrump is the same man today as he was on Dayof his caign He hasnt let the SWAMP change him We love yo",1,1,0
"1355","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"1356","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1357","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"1358","and we love him for it JudgePresidentTrump is for the people",1,1,0
"1359","climatemarch In Bostonaround the US people marching for climatechange awareness on PresidentTrumps th Da mWlqXkpVQ",0,0,0
"1360","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1361","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1362","Powerful firstdaysPresidentTrump",1,1,0
"1363","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"1364","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1365","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1366","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"1367","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1368","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1369","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1370","hundred days that began to MAGAPresidentTrump MAGA hiaSpbL",0,0,0
"1371","Thank youandfor keeping order tonight What a phenomenal event tonight in Harrisburg MAGAPresidentTrump",2,2,0
"1372","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1373","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"1374","We love PresidentTrumpSoWqmlGp",1,1,0
"1375","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1376","Because they are part of the opposition against our PresidentTrump VOTE THEM OUT",-1,0,1
"1377","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1378","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"1379","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1380","Americas Bubble PresidentTrump gave a shout out to the FakeNews at the TrumpRally celebrating FirstDays uTiPdHSsc",0,0,0
"1381","PresidentTrump for the people Making America GREAT again",1,1,0
"1382","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1383","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1384","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"1385","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"1386","MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets xsGJLKOQD PJNET",1,1,0
"1387","PresidentTrump De",0,0,0
"1388","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"1389","Breaks my heart PresidentTrump is skipping VFN Correspondents Dinner to go to a rally for the peopleNOTLove",-1,0,1
"1390","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"1391","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"1392","MAGA temporarily suspend all immigration from every country PresidentTrump no activist judge can stop that TrumpRally",-1,0,1
"1393","PresidentTrump should have more rallies Hell yeah",-1,0,1
"1394","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"1395","Congrats toPresidentTrump Trump TrumpDays climatemarchFakeNewsWhat a Joke",0,1,1
"1396","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"1397","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"1398","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1399","An Amazing night to be an AmericanMAGAThank U PresidentTrumpGreatness is on the Horizon",1,1,0
"1400","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1401","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1402","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"1403","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1404","Our President was GREAT tonight in Harrisburg MAGA TRUMP PresidentTRUMPxOfwsMzvfc",2,2,0
"1405","MTPresidentTrump Speaks From USS Gerald Ford Hats off to our wonderful militaryvets EtqwfmFh PJNET",1,1,0
"1406","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"1407","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"1408","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"1409","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1410","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1411","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"1412","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"1413","How funny is this video Now look at whos getting their askicked as PresidentTrump shreds the ObamaLegacy iGUjvX",-1,0,1
"1414","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1415","Herd of hogs AnyonePresidentTrump should make a national pork emergencylike the hemp",-1,0,1
"1416","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1417","List of Hillarys Days accomplishmentHer fitbit has logged overmilesastounding TrumpRally PresidentTrump MAGA",0,0,0
"1418","List of Hillarys Days accomplishmentHer fitbit has logged overmilesastounding TrumpRally PresidentTrump MAGA",0,0,0
"1419","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1420","Our President was GREAT tonight in Harrisburg MAGA TRUMP PresidentTRUMPxOfwsMzvfc",2,2,0
"1421","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1422","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1423","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"1424","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1425","PresidentTrump should have more rallies Hell yeah",-1,0,1
"1426","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1427","When the trolls get trolled gotta love AmericaMAGA
TrumpRallyAmericaFirst
PresidentTrump
draintheswBui",1,1,0
"1428","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1429","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1430","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1431","Before many voted Trump but were nervous Now their confidence is growing Hes pulling in those on the margin TFacFyncW",1,2,1
"1432","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1433","When the trolls get trolled gotta love AmericaMAGA
TrumpRallyAmericaFirst
PresidentTrump
draintheswBui",1,1,0
"1434","PresidentTrump holds a rally to mark his first days in office Recap on NBCBoston after NHLPLAYOFFS vNKjCdh",0,0,0
"1435","PresidentTrump A Man Of Faith WmRveyFBDK",1,1,0
"1436","Our President was GREAT tonight in Harrisburg MAGA TRUMP PresidentTRUMPxOfwsMzvfc",2,2,0
"1437","ParisAgreementCLexit
Delingpole Art of the Deal to Kill Paris Climate Treaty
SXANHfboPresidentTrump tcot PJNET",-1,0,1
"1438","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"1439","When the trolls get trolled gotta love AmericaMAGA
TrumpRallyAmericaFirst
PresidentTrump uHYOkGPN",1,1,0
"1440","On PresidentTrump meeting Pope says no official request has been submitted by White House but he receives every head of sta",-1,0,1
"1441","Congratulations Mr President on your wild romp through all norms and rules RdJTphX PresidentTrump Trump DonaldTrump",1,2,1
"1442","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1443","Do you care that hes able to locate you MMLarPmjxFacebook PresidentTrump privacy",0,0,0
"1444","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"1445","Schumer is so against our Presidents plans because he knows that PresidentTrump will be wildly successful and with that the Dems are out",0,1,1
"1446","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1447","If they hate our Flag Then they should pack upget out MAGA PresidentTrump donaldtrump TRUMP",0,1,1
"1448","Im glad we have a President with a sense of humor PresidentTrumpdtJjAFlyb",2,2,0
"1449","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1450","Weve reached the first days of PresidentTrump and Im ever so grateful that this thingisnt anyones President",1,1,0
"1451","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1452","MAGA Great speech PresidentTrump",1,1,0
"1453","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1454","Be Proud to be an American Be Proud to Stand Tall during Our NationalAnthemBe Proud that PresidentTrump wants to",3,3,0
"1455","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
"1456","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1457","FirstDaysThis short video shows some of the executive orders PresidentTrump signed in his first DaysTheTr",0,0,0
"1458","Be Proud to be an American Be Proud to Stand Tall during Our NationalAnthemBe Proud that PresidentTrump wants to",3,3,0
"1459","The yr assault on your nd Amendment freedoms has come to a crashing endPresidentTrumpMAGA Trump A",0,2,2
